Symbol,Price,Type,Strike,"Exp Date",DTE,Bid,Midpoint,Ask,Last,Volume,"Open Int",Vol/OI,IV,Delta,Time
RITM,9.26,Call,10,2024-02-16,240,0.2,0.3,0.4,0.3,543,100,5.43,22.46%,0.308791,"09:30 ET"
AMZN,124.82,Call,137,2023-07-21,30,0.71,0.72,0.73,0.8,1025,195,5.26,29.69%,0.139153,"10:58 ET"
NVDA,423.2,Call,800,2023-10-20,121,1.84,1.88,1.91,1.88,618,118,5.24,55.94%,0.038467,"10:59 ET"
COIN,57.74,Put,53,2023-06-30,9,1.1,1.14,1.17,1.13,2029,388,5.23,86.91%,-0.229407,"11:12 ET"
MARA,12.25,Call,13.5,2023-06-30,9,0.75,0.78,0.81,0.76,2046,392,5.22,149.54%,0.410775,"11:11 ET"
MARA,12.25,Call,13,2023-06-23,2,0.47,0.49,0.5,0.45,22914,4402,5.21,194.49%,0.408276,"11:12 ET"
RIVN,14.81,Put,13.5,2023-07-21,30,0.81,0.83,0.85,0.82,950,184,5.16,80.78%,-0.326884,"11:10 ET"
CPE,34.35,Call,37,2024-01-19,212,4.6,4.75,4.9,4.8,1000,194,5.15,52.61%,0.534135,"10:40 ET"
AMD,112.93,Put,113,2023-07-21,30,6.1,6.15,6.2,6.12,712,139,5.12,45.04%,-0.494413,"11:12 ET"
AMZN,124.82,Call,140,2023-07-14,23,0.3,0.31,0.32,0.32,5371,1049,5.12,31.85%,0.074452,"11:12 ET"
TSLA,267.97,Put,267.5,2023-06-30,9,13.35,13.43,13.5,13.41,4676,933,5.01,64.94%,-0.553003,"11:12 ET"
MARA,12.25,Call,12.5,2023-06-23,2,0.64,0.65,0.66,0.65,19610,3964,4.95,184.26%,0.513943,"11:12 ET"
TSLA,267.97,Put,270,2023-06-23,2,10.8,10.88,10.95,10.75,40189,8121,4.95,80.49%,-0.675086,"11:12 ET"
PLTR,14.63,Call,15,2023-06-23,2,0.22,0.23,0.23,0.22,21147,4286,4.93,96.94%,0.332949,"11:12 ET"
GOOGL,120.47,Put,121,2023-06-23,2,1.43,1.44,1.45,1.45,11616,2360,4.92,31.38%,-0.582369,"11:12 ET"
UCAR,7.63,Put,6,2023-06-23,2,0.1,0.18,0.25,0.15,850,175,4.86,310.97%,-0.152122,"11:11 ET"
TSLA,267.97,Call,270,2023-06-23,2,3.15,3.18,3.2,3.2,77716,16032,4.85,80.17%,0.324711,"11:13 ET"
AFRM,15.25,Call,18.5,2023-06-30,9,0.12,0.13,0.13,0.13,2540,530,4.79,97.50%,0.120425,"10:57 ET"
AZN,73.75,Put,71,2023-06-23,2,0.23,0.3,0.37,0.36,1020,215,4.74,58.77%,-0.197894,"10:31 ET"
TSLA,267.97,Put,272.5,2023-06-23,2,12.7,12.77,12.85,12.75,9986,2138,4.67,81.55%,-0.725896,"11:13 ET"
PDD,73.4,Put,64,2023-06-30,9,0.13,0.15,0.16,0.13,503,108,4.66,54.12%,-0.048552,"10:15 ET"
TSLA,267.97,Put,275,2023-06-23,2,14.8,14.85,14.9,14.85,17939,3848,4.66,84.56%,-0.765203,"11:13 ET"
MO,43.88,Call,43.5,2023-06-23,2,0.57,0.6,0.63,0.54,670,148,4.53,20.08%,0.79241,"11:03 ET"
SPCE,5.49,Put,4.5,2023-07-21,30,0.46,0.46,0.47,0.48,964,213,4.53,154.30%,-0.252546,"10:52 ET"
AMD,112.93,Put,112,2023-06-23,2,2.12,2.14,2.15,2.12,11733,2597,4.52,63.33%,-0.494872,"11:12 ET"
TSLA,267.97,Put,277.5,2023-06-23,2,16.8,16.9,17,17.55,3974,891,4.46,85.30%,-0.805129,"11:11 ET"
PSTG,36.25,Put,38,2023-07-21,30,2.35,2.4,2.45,2.25,1003,226,4.44,31.31%,-0.695285,"10:43 ET"
AMD,112.93,Call,117,2023-06-30,9,1.71,1.72,1.73,1.7,1200,272,4.41,51.26%,0.310027,"11:12 ET"
LULU,381.81,Call,400,2023-07-07,16,1.49,1.55,1.61,1.49,2940,669,4.39,24.16%,0.15292,"11:12 ET"
TSLA,267.97,Call,267.5,2023-06-23,2,3.85,3.9,3.95,3.9,21221,4960,4.28,78.42%,0.379913,"11:13 ET"
PLTR,14.63,Call,15.5,2023-06-30,9,0.36,0.37,0.37,0.36,4562,1068,4.27,79.97%,0.323542,"11:12 ET"
ATVI,81.74,Put,77.5,2023-07-21,30,1.46,1.52,1.57,1.53,14107,3303,4.27,36.54%,-0.275448,"10:53 ET"
UBER,42.24,Put,43,2023-07-21,30,2.11,2.13,2.14,2.05,910,216,4.21,32.52%,-0.586073,"11:06 ET"
SPOT,154.27,Call,170,2023-07-21,30,1.4,1.48,1.55,1.37,2216,536,4.13,35.31%,0.182431,"11:11 ET"
SBUX,101.51,Put,101,2023-06-23,2,0.35,0.36,0.36,0.34,2813,686,4.1,23.07%,-0.313822,"11:09 ET"
GOOGL,120.47,Call,122,2023-06-23,2,0.54,0.55,0.56,0.56,6267,1533,4.09,33.41%,0.300234,"11:12 ET"
TSLA,267.97,Call,275,2023-06-23,2,2.12,2.13,2.14,2.12,57529,14292,4.03,83.28%,0.231798,"11:13 ET"
TSLA,267.97,Call,280,2023-06-23,2,1.41,1.42,1.43,1.44,76672,19015,4.03,86.92%,0.163626,"11:12 ET"
HUYA,3.78,Call,4,2023-10-20,121,0.45,0.55,0.65,0.56,808,201,4.02,75.06%,0.53797,"10:57 ET"
SNAP,10.27,Put,9.5,2023-07-21,30,0.44,0.45,0.45,0.44,521,130,4.01,66.19%,-0.317312,"11:05 ET"
AVGO,851.25,Call,880,2023-06-30,9,5,5.2,5.4,5.3,782,195,4.01,31.96%,0.222383,"11:09 ET"
AMD,112.93,Put,114,2023-06-23,2,3.25,3.3,3.35,3.31,9720,2430,4,63.79%,-0.641439,"11:12 ET"
VRT,22.68,Call,32.5,2024-01-19,212,0.85,0.9,0.95,0.9,1497,377,3.97,47.00%,0.226452,"11:12 ET"
TSLA,267.97,Put,265,2023-06-23,2,7.45,7.48,7.5,7.49,42033,10648,3.95,77.99%,-0.558092,"11:13 ET"
BP,35.49,Put,35,2023-06-30,9,0.31,0.32,0.33,0.3,586,151,3.88,23.27%,-0.356984,"11:05 ET"
FSR,5.49,Call,5.5,2023-06-23,2,0.13,0.14,0.15,0.15,684,178,3.84,104.19%,0.479072,"11:10 ET"
CRWD,145.04,Put,90,2024-06-21,366,4.5,4.55,4.6,4.3,504,132,3.82,50.96%,-0.103958,"10:25 ET"
BX,90,Put,87,2023-06-23,2,0.09,0.12,0.15,0.13,542,143,3.79,36.94%,-0.108465,"09:58 ET"
U,38.24,Call,42,2023-06-23,2,0.15,0.16,0.16,0.16,6937,1852,3.75,112.12%,0.109445,"11:11 ET"
TSLA,267.97,Put,280,2023-06-23,2,18.95,19.05,19.15,18.9,4761,1281,3.72,86.38%,-0.838786,"11:12 ET"
CVS,68.88,Call,69,2023-06-23,2,0.76,0.77,0.78,0.77,7868,2118,3.71,26.72%,0.619062,"11:12 ET"
ATHM,28.52,Put,25,2023-08-18,58,0.45,0.63,0.8,0.6,1407,382,3.68,43.17%,-0.202433,"10:00 ET"
CIM,5.62,Call,6,2023-09-15,86,0.1,0.15,0.2,0.15,2813,765,3.68,30.77%,0.30588,"11:00 ET"
AMD,112.93,Put,113,2023-06-23,2,2.63,2.67,2.7,2.63,10215,2794,3.66,62.06%,-0.572056,"11:12 ET"
INTC,33.78,Put,33,2023-06-23,2,0.26,0.27,0.27,0.28,12014,3313,3.63,65.68%,-0.25903,"11:09 ET"
TSLA,267.97,Put,267.5,2023-06-23,2,9,9.08,9.15,9.03,22495,6266,3.59,78.12%,-0.621115,"11:12 ET"
LI,34.93,Call,36,2023-06-23,2,0.27,0.28,0.29,0.29,2492,699,3.57,74.62%,0.258192,"11:04 ET"
VKTX,21.52,Put,20,2023-08-18,58,1.75,1.85,1.95,1.9,507,143,3.55,81.78%,-0.337526,"11:07 ET"
SQ,65.14,Put,57.5,2023-08-18,58,2.38,2.4,2.41,2.38,2947,832,3.54,56.35%,-0.24523,"11:12 ET"
TSLA,267.97,Put,265,2023-06-30,9,11.85,11.9,11.95,11.95,7948,2254,3.53,64.79%,-0.51644,"11:13 ET"
UPST,30.83,Call,33,2023-06-23,2,0.48,0.49,0.5,0.51,801,228,3.51,138.78%,0.267379,"11:09 ET"
NKE,108.85,Call,110,2023-09-15,86,6.35,6.4,6.45,6.35,7470,2140,3.49,29.74%,0.532009,"11:01 ET"
NKLA,1.41,Put,1,2023-07-28,37,0.23,0.24,0.24,0.24,4051,1172,3.46,283.02%,-0.202197,"11:10 ET"
MANU,23.17,Call,24,2023-06-23,2,0.5,0.53,0.55,0.49,3415,1000,3.42,138.86%,0.349778,"11:12 ET"
UPST,30.83,Call,33.5,2023-06-23,2,0.4,0.41,0.42,0.42,772,227,3.4,144.10%,0.231172,"11:10 ET"
ZS,143.77,Put,140,2023-06-23,2,0.81,0.89,0.97,0.85,612,182,3.36,55.81%,-0.238215,"11:12 ET"
TSLA,267.97,Put,270,2023-06-30,9,14.95,15.02,15.1,15,7090,2125,3.34,65.35%,-0.588162,"11:12 ET"
TWLO,64.88,Call,65,2023-06-30,9,2.12,2.18,2.24,2.17,1982,595,3.33,59.06%,0.488004,"11:12 ET"
TAL,5.7,Put,5.5,2024-01-19,212,0.89,0.92,0.95,0.86,909,274,3.32,64.12%,-0.365422,"10:14 ET"
TSLA,267.97,Call,272.5,2023-06-23,2,2.59,2.61,2.62,2.6,22136,6767,3.27,81.60%,0.27489,"11:13 ET"
AMZN,124.82,Put,113,2023-06-30,9,0.14,0.15,0.15,0.14,2181,670,3.26,36.21%,-0.046993,"10:49 ET"
AMC,4.57,Put,5.5,2023-07-21,30,1.78,1.88,1.98,1.87,761,234,3.25,238.77%,-0.476363,"10:57 ET"
TSLA,267.97,Call,277.5,2023-06-23,2,1.72,1.73,1.75,1.74,24741,7612,3.25,85.21%,0.195313,"11:13 ET"
UPST,30.83,Call,31,2023-06-23,2,1.02,1.05,1.08,1.04,502,155,3.24,124.78%,0.490267,"11:12 ET"
AMD,112.93,Call,118,2023-07-07,16,2.14,2.16,2.18,2.15,667,207,3.22,46.63%,0.319057,"11:11 ET"
MARA,12.25,Call,13,2023-06-30,9,0.91,0.94,0.96,0.94,5754,1788,3.22,150.08%,0.4746,"11:12 ET"
SMAR,38.35,Put,35,2023-07-21,30,0.55,0.63,0.7,0.6,619,193,3.21,43.51%,-0.209444,"10:49 ET"
CWH,28.02,Call,29,2023-06-23,2,0.1,0.18,0.25,0.25,1543,486,3.17,71.17%,0.280134,"10:47 ET"
EBAY,44.34,Put,45,2023-06-30,9,0.98,0.99,1,0.95,2528,806,3.14,23.54%,-0.632023,"11:06 ET"
PAAS,14.46,Put,15,2023-08-18,58,1.15,1.17,1.2,1.17,2144,684,3.13,37.12%,-0.573739,"11:12 ET"
PARA,15.66,Put,15.5,2023-07-21,30,0.66,0.67,0.67,0.66,583,188,3.1,42.21%,-0.435365,"10:44 ET"
RBLX,39.35,Put,39.5,2023-06-23,2,0.9,0.93,0.95,0.97,1342,433,3.1,68.27%,-0.540262,"11:11 ET"
GGB,5.34,Put,5,2024-01-19,212,0.4,0.45,0.5,0.5,500,162,3.09,39.69%,-0.365959,"10:13 ET"
UBER,42.24,Call,43,2023-07-21,30,1.13,1.14,1.15,1.13,1065,346,3.08,32.37%,0.420772,"11:11 ET"
MARA,12.25,Call,16,2023-06-23,2,0.1,0.11,0.11,0.1,1421,462,3.08,247.22%,0.099868,"11:10 ET"
MARA,12.25,Call,12.5,2023-06-30,9,1.11,1.13,1.14,1.07,4543,1482,3.07,147.26%,0.539919,"11:12 ET"
AMD,112.93,Put,108,2023-06-23,2,0.67,0.68,0.69,0.68,3032,990,3.06,64.25%,-0.21812,"11:12 ET"
DIS,88.5,Call,91,2023-07-07,16,0.87,0.88,0.89,0.88,3097,1014,3.05,22.89%,0.324806,"11:10 ET"
ABR,14.42,Put,15,2024-01-19,212,1.85,1.98,2.1,2.05,3002,988,3.04,35.15%,-0.518714,"11:12 ET"
LCID,6.09,Call,6.5,2023-06-30,9,0.16,0.17,0.17,0.18,9398,3093,3.04,89.88%,0.321209,"11:08 ET"
TSM,102.39,Put,100,2023-06-23,2,0.49,0.5,0.51,0.5,5618,1863,3.02,39.25%,-0.271839,"11:12 ET"
NVDA,423.2,Call,430,2023-06-23,2,3.55,3.58,3.6,3.55,20274,6710,3.02,53.27%,0.330882,"11:13 ET"
AMD,112.93,Call,112,2023-06-23,2,2.01,2.03,2.04,2.05,1489,498,2.99,62.01%,0.505314,"11:12 ET"
SPOT,154.27,Call,160,2023-06-23,2,0.4,0.45,0.5,0.46,2227,747,2.98,51.92%,0.152353,"11:12 ET"
NVDA,423.2,Call,515,2023-06-30,9,0.27,0.28,0.28,0.28,771,260,2.97,59.76%,0.019854,"11:06 ET"
TSLA,267.97,Call,270,2023-06-30,9,7.6,7.68,7.75,7.72,18240,6150,2.97,66.17%,0.41481,"11:12 ET"
RIOT,11.49,Call,12.5,2023-06-23,2,0.21,0.22,0.22,0.21,5820,1972,2.95,152.35%,0.275528,"11:13 ET"
LYFT,9.55,Put,10,2023-06-30,9,0.63,0.64,0.65,0.6,506,173,2.92,60.99%,-0.668639,"10:35 ET"
SCHW,53.51,Put,50.5,2023-06-30,9,0.18,0.19,0.2,0.22,1029,356,2.89,34.76%,-0.127194,"10:03 ET"
UBER,42.24,Put,39.5,2023-06-30,9,0.2,0.21,0.22,0.21,1042,360,2.89,38.21%,-0.155765,"11:07 ET"
AI,38.26,Put,35,2023-06-23,2,0.8,0.83,0.85,0.85,4783,1654,2.89,179.24%,-0.261623,"11:12 ET"
DLTR,141.21,Call,145,2023-06-23,2,1.02,1.09,1.15,1.15,615,215,2.86,41.22%,0.382354,"11:12 ET"
V,225.71,Put,222.5,2023-06-23,2,0.29,0.3,0.31,0.28,1546,541,2.86,23.95%,-0.144358,"11:06 ET"
MARA,12.25,Call,12.5,2023-07-21,30,1.59,1.62,1.65,1.6,737,259,2.85,113.16%,0.563757,"11:10 ET"
NFLX,429.26,Put,425,2023-06-23,2,5.25,5.35,5.45,5.35,3479,1234,2.82,43.28%,-0.489064,"11:12 ET"
AMD,112.93,Put,111,2023-06-23,2,1.63,1.65,1.66,1.63,6800,2408,2.82,62.88%,-0.418581,"11:12 ET"
ORCL,120.75,Call,120,2023-06-30,9,2.14,2.17,2.2,2.13,2251,805,2.8,24.84%,0.556287,"11:12 ET"
CRWD,145.04,Put,140,2023-06-23,2,0.79,0.82,0.84,0.8,733,263,2.79,51.68%,-0.241892,"11:08 ET"
MARA,12.25,Call,15.5,2023-06-23,2,0.13,0.14,0.14,0.13,1100,394,2.79,241.02%,0.126727,"11:12 ET"
SPCE,5.49,Call,5.5,2023-07-21,30,0.97,0.98,0.98,0.97,665,239,2.78,157.75%,0.586844,"11:05 ET"
MO,43.88,Call,44,2023-06-23,2,0.22,0.23,0.23,0.22,2253,810,2.78,16.08%,0.519327,"11:11 ET"
RBLX,39.35,Call,38,2023-06-30,9,2.1,2.14,2.17,2.15,732,264,2.77,58.50%,0.658798,"11:12 ET"
RBLX,39.35,Put,38.5,2023-06-23,2,0.45,0.46,0.48,0.51,819,299,2.74,68.27%,-0.342078,"11:09 ET"
TSLA,267.97,Put,260,2023-06-30,9,9.2,9.23,9.25,9.25,8461,3087,2.74,64.15%,-0.441539,"11:13 ET"
MARA,12.25,Call,14,2023-06-30,9,0.63,0.66,0.68,0.65,2228,816,2.73,154.69%,0.359492,"11:12 ET"
PLTR,14.63,Put,14.5,2023-07-21,30,1.07,1.08,1.09,1.1,895,329,2.72,66.97%,-0.455026,"11:12 ET"
AMD,112.93,Call,115,2023-06-30,9,2.29,2.3,2.31,2.31,3639,1339,2.72,50.54%,0.387167,"11:12 ET"
MARA,12.25,Call,14,2023-07-07,16,0.75,0.79,0.83,0.82,502,186,2.7,132.84%,0.390599,"11:08 ET"
TSLA,267.97,Put,275,2023-06-30,9,18.4,18.5,18.6,18.5,3106,1151,2.7,66.66%,-0.652753,"11:12 ET"
AMZN,124.82,Call,150,2023-07-28,37,0.46,0.47,0.48,0.51,1432,533,2.69,38.44%,0.072872,"11:07 ET"
JPM,142.66,Call,143,2023-06-30,9,1.97,1.99,2.01,1.91,5012,1871,2.68,20.49%,0.532235,"11:11 ET"
C,47.36,Call,47.5,2023-06-30,9,0.9,0.91,0.92,0.96,1298,486,2.67,28.77%,0.528154,"11:02 ET"
ENTG,105.02,Put,100,2023-08-18,58,4.4,4.6,4.8,4.6,1700,641,2.65,42.09%,-0.354841,"10:46 ET"
UPST,30.83,Put,30,2023-06-23,2,0.76,0.78,0.8,0.77,3686,1389,2.65,125.30%,-0.370992,"11:12 ET"
AMD,112.93,Put,115,2023-06-23,2,3.95,4,4.05,4.01,17213,6552,2.63,64.08%,-0.707203,"11:12 ET"
AMZN,124.82,Put,122,2023-07-21,30,2.88,2.9,2.91,2.9,747,285,2.62,28.39%,-0.391342,"11:12 ET"
MBLY,36.16,Put,35,2023-12-15,177,4.5,4.65,4.8,4.6,757,289,2.62,57.11%,-0.369121,"11:10 ET"
AMD,112.93,Put,109,2023-06-23,2,0.92,0.93,0.94,0.92,3470,1340,2.59,63.42%,-0.27699,"11:12 ET"
FDX,226.63,Put,220,2023-06-30,9,1.09,1.16,1.23,1.14,1180,458,2.58,28.51%,-0.196662,"11:11 ET"
SNOW,175.95,Put,175,2023-06-23,2,3.4,3.47,3.55,3.45,1785,691,2.58,66.29%,-0.492815,"11:12 ET"
ENPH,170.38,Call,172.5,2023-06-23,2,2.15,2.2,2.25,2.23,1064,418,2.55,62.24%,0.406395,"11:12 ET"
FDX,226.63,Call,240,2023-06-23,2,0.17,0.19,0.21,0.2,4305,1703,2.53,43.88%,0.062899,"11:11 ET"
LULU,381.81,Call,390,2023-06-23,2,0.43,0.49,0.54,0.59,1338,531,2.52,32.54%,0.111023,"11:12 ET"
META,280.51,Put,280,2023-06-23,2,3.55,3.6,3.65,3.55,6563,2611,2.51,41.79%,-0.503,"11:13 ET"
TSLA,267.97,Call,297.5,2023-06-23,2,0.33,0.34,0.34,0.34,8535,3409,2.5,97.90%,0.044705,"11:11 ET"
AMD,112.93,Put,117,2023-06-23,2,5.55,5.63,5.7,5.79,7622,3058,2.49,66.59%,-0.808923,"11:11 ET"
META,280.51,Call,285,2023-06-23,2,1.5,1.52,1.53,1.49,11802,4749,2.49,42.16%,0.283468,"11:12 ET"
IREN,4.33,Call,7.5,2023-11-17,149,0.25,0.48,0.7,0.5,675,272,2.48,110.76%,0.344593,"10:47 ET"
AMZN,124.82,Put,125,2023-06-23,2,1.88,1.89,1.9,1.88,13055,5261,2.48,35.48%,-0.618727,"11:12 ET"
AI,38.26,Put,34.5,2023-06-23,2,0.6,0.68,0.75,0.7,561,227,2.47,178.52%,-0.226835,"11:08 ET"
VRM,1.195,Put,15,2024-01-19,212,13.75,13.85,13.95,13.79,718,292,2.46,0.00%,0,"10:15 ET"
RIOT,11.49,Call,14,2023-07-07,16,0.36,0.38,0.39,0.39,1072,435,2.46,115.25%,0.259141,"11:12 ET"
GOOGL,120.47,Put,119,2023-06-30,9,1.33,1.38,1.42,1.43,2089,850,2.46,27.16%,-0.377476,"11:12 ET"
